id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
65,2008,11,4/21/2008,8,10,8,2,normal,0,10,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,
66,2008,1,4/22/2008,11,7,11,2,normal,0,7,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,
67,2008,12,4/23/2008,9,2,2,1,normal,0,9,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,
68,2008,1,4/24/2008,11,10,10,1,normal,0,10,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,
69,2008,9,4/25/2008,8,2,2,1,normal,0,8,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,
70,2008,5,4/26/2008,5,10,10,1,normal,0,10,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,
71,2008,12,4/26/2008,6,9,6,2,normal,0,9,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,
72,2008,6,4/27/2008,2,11,11,1,normal,0,11,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,
73,2008,9,4/27/2008,7,8,7,2,normal,0,8,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,
74,2008,5,4/28/2008,9,5,9,2,normal,0,9,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,
75,2008,7,4/29/2008,6,2,6,2,normal,0,2,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,
76,2008,8,4/30/2008,7,5,5,1,normal,0,7,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,
77,2008,1,05-01-2008,11,8,8,1,normal,0,8,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,
78,2008,11,05-01-2008,10,6,10,2,normal,0,10,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,
79,2008,12,05-02-2008,9,7,9,2,normal,0,7,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,
